#,Customer/Vendor Code,Customer/Vendor Name,Export/Import,PD/CHA,BP Reference No.,Posting Date,Due Date,Document Date,Internal Number,Document Number,E/IR,ER/IR No,Membership Number,Previous Receipt No,Shipper Address,Tracking Number,Order Number,Pay to,NoP,Gross Comm. UOM,Gross Wt,U_NWeight,Net Comm. UOM,IEC No,PD Account,MAWB No,HAWB No,Shipment Type,Document Total,Document Currency,ExporterCode,ExporterName,CHA No,CHB Nm-PD,CHB Cd-PD,Item/Service Description,Row Total,AddSerChrg,Weight,Value,Commodity,NetWt,Total Tax,Rounding Diff. Amount,Taxable Amt,Control Account,CGST Amt @ 9%,SGST Amt @ 9%,IGST Amt @ 18%,SacCode,Irn Number,Receipt No,Cheque No
115626,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,04/03/2023,03/04/2023,04/03/2023,2636973,428293,ER No,2053,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8246770,R1-JE9010B,1,Kgs,0.72,,CARAT,AAQFN4016M,PD-0579,02344149814,8734,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,270428.18,LAB. GROWN CPD,11.890000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,b6bcaf61d9a4e1a1cee12845734b2d0062c353430bcdc76375ab833241052d5c,260393,
115698,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,20/01/2023,19/02/2023,20/01/2023,2330381,404088,ER No,7967,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7108851,R1-JE9010B,1,Kgs,1.86,,CARAT,AAQFN4016M,PD-0579,51406176951,7332,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1464151.91,CUT AND POLISHED DIAMOND,31.280000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,235bba5a6f84ca96366e5f2e9ce5a93358253293f9ec14265f1fa0012d331fbc,259269,
115785,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,12/05/2022,11/06/2022,12/05/2022,909277,272091,ER No,5420,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1332294,R1-C04516,1,Kgs,0.88,,CARAT,AAQFN4016M,PD-0579,51405709200,99013671732,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,237387.43,CUT AND POLISHED DIAMOND,10.280000 CARAT,198,0,1100,1040201014,99,99,0,996719,bfd4d18b00ccbf4ff963a48bb90c1a9053ca80238b2426a90f3a57e314c912cb,251630,
115887,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,28/03/2023,27/04/2023,28/03/2023,2775661,440428,ER No,12235,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8859615,R1-JE9010B,1,Kgs,0.31,,CARAT,AAQFN4016M,PD-0579,17658875213,99013738305,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,210645.1,LAB. GROWN CPD,4.010000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,4a891087b33dd13feb5aa72d0c87f97bc439580d29dd76bb42142c638e8267bc,250421,
115914,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,01/08/2022,31/08/2022,01/08/2022,1163805,316437,ER No,156,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3211090,R1-C04516,1,Kgs,0.86,,CARAT,AAQFN4016M,PD-0579,51405831490,2715,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,80362.46,LAB. GROWN CPD,2.930000 CARAT,198,0,1100,1040201014,99,99,0,996719,3f71fa3c00549bb27686310787aad0fd9993e3d1f99c2fc37dbc3dd8e9305573,254462,
115938,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,30/11/2022,30/12/2022,30/11/2022,1963421,379819,ER No,12888,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5796611,R1-JE9010B,3,Kgs,7.3,,CARAT,AAQFN4016M,PD-0579,72426309194,99013714616,NORMAL,1168,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,990,0,0,10619999.45,CUT AND POLISHED DIAMOND,169.510000 CARAT,178.2,-0.2,990,1040201014,89.1,89.1,0,996719,e0d602dc8482a48d4b5071e22d6bc3729a1a3d25c2e835570b7d293485dfa07b,257690,
116096,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,13/02/2023,15/03/2023,13/02/2023,2538205,416341,ER No,6326,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7742892,R1-JE9010B,1,Kgs,0.65,,CARAT,AAQFN4016M,PD-0579,02343978303,IPS/K008111,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,263486.41,CUT AND POLISHED DIAMOND,10.410000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,b5e59e95ca3a7b83efd4c7d238801f5e9b945f4ec8f245ae140c182dfc4fdc73,259834,
116135,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,08/04/2022,08/05/2022,08/04/2022,875549,254030,ER No,3596,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9563037,R1-C04516,1,Kgs,0.68,,CARAT,AAQFN4016M,PD-0579,17637449753,4566,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,752000.33,LAB. GROWN CPD,12.780000 CARAT,198,0,1100,1040201014,99,99,0,996719,d5f992bd33ce2523595c8ca7f3386941140e7d2b701568e20b506613411b31e2,251291,
116137,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,13/09/2022,13/10/2022,13/09/2022,1389037,338209,ER No,5481,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4135152,R1-C04516,2,Kgs,3.75,,CARAT,AAQFN4016M,PD-0579,02341789064,IPS/K003598,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,3849459.55,CUT AND POLISHED DIAMOND,68.860000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,0d52d2f06d24dc0070cf47ffc32188052c4fe3dc76e88b5a3d6eb3f8c371c49a,255616,
116247,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,25/10/2022,24/11/2022,25/10/2022,1758797,364423,ER No,13348,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5021396,R1-C04516,1,Kgs,0.84,,CARAT,AAQFN4016M,PD-0579,02342254715,4920,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,284451.4,CUT AND POLISHED DIAMOND,4.950000 CARAT,198,0,1100,1040201014,99,99,0,996719,0be31b0df4453d3f8770f5330d82f04b5abbaf1ab4f87ad72a4d8e5100bd1e23,256807,
116513,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,21/01/2023,20/02/2023,21/01/2023,2338925,404466,ER No,8520,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7137155,R1-JE9010B,1,Kgs,0.56,,CARAT,AAQFN4016M,PD-0579,02343518204,IPS/K007418,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,47416.57,CUT AND POLISHED DIAMOND,2.790000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,f26f5afb3956270683fd9941ccaee9babe8229d316e7d94b88106b715b7405e0,259269,
116528,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,08/03/2023,07/04/2023,08/03/2023,2645373,429143,ER No,2767,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8317980,R1-JE9010B,2,Kgs,4.34,,CARAT,AAQFN4016M,PD-0579,02344149862,8787,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,2700262.11,LAB. GROWN CPD,81.600000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,ef66ec1d6fff616a85a4339f616788ff6cf15d36af51568af85b28daf86c1869,260715,
116648,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,25/01/2023,24/02/2023,25/01/2023,2375298,406394,ER No,9961,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7257938,R1-JE9010B,1,Kgs,0.63,,CARAT,AAQFN4016M,PD-0579,02343518274,7562,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,176353.21,CUT AND POLISHED DIAMOND,14.710000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,f51cf1d87017e4c849abd138d925e4194d5f4a9709c5dbbbbdbdc0aee4508708,259269,
116694,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/03/2023,02/04/2023,03/03/2023,2635506,427382,ER No,1064,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8192307,R1-JE9010B,1,Kgs,0.56,,CARAT,AAQFN4016M,PD-0579,02344149803,IPS/K008677,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,68498.05,CUT AND POLISHED DIAMOND,3.170000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,4b9a39628e3a11f2d26e998eb6ffd37fa1b45d4bd5d9728236401f6fcdc264b9,260393,
116937,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/11/2022,03/12/2022,03/11/2022,1809186,366106,ER No,1042,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5220841,R1-C04516,1,Kgs,1.3,,CARAT,AAQFN4016M,PD-0579,02342254833,IPS/K005072,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,1807295.71,CUT AND POLISHED DIAMOND,15.440000 CARAT,198,0,1100,1040201014,99,99,0,996719,72b2b9005c44453bf960700fb325f38767e953ba61d83ee9dd6b4423207ff505,257304,
117134,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,27/12/2022,26/01/2023,27/12/2022,2136514,393105,ER No,11313,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6452118,R1-JE9010B,1,Kgs,0.5,,CARAT,AAQFN4016M,PD-0579,16049533352,99013719922,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,382000.28,LAB. GROWN CPD,10.710000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,c35dc4e4d7456ec16d3d67726cb2bb87df9dda71373bed238f2477e14933f9e6,258486,
117156,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,17/08/2022,16/09/2022,17/08/2022,1230082,324017,ER No,6720,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3536203,R1-C04516,2,Kgs,3.03,,CARAT,AAQFN4016M,PD-0579,02341300232,3013,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,2439492.27,CUT AND POLISHED DIAMOND,35.650000 CARAT,198,0,1100,1040201014,99,99,0,996719,4f9c5b97f89a065109d233fb3039c333d2fa9823e9ffe00d9302a6e1570da38d,254873,
117277,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,24/11/2022,24/12/2022,24/11/2022,1908994,376647,ER No,10176,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5682766,R1-JE9010B,1,Kgs,1.51,,CARAT,AAQFN4016M,PD-0579,02342706005,IPS/K005778,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,984342.84,CUT AND POLISHED DIAMOND,19.810000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,630e5574b0501aa7cb887c429809b2161de20286fe0a31bb779908457f0c1a2e,257690,
117314,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,06/05/2022,05/06/2022,06/05/2022,901778,268700,ER No,2666,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1209991,R1-C04516,2,Kgs,3.17,,CARAT,AAQFN4016M,PD-0579,02364918976,IPS/K000989,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,2874249.14,CUT AND POLISHED DIAMOND,37.440000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,be97764aac9c9926bb8bae30e89d32ce554094bd6ef44ce1418d1c9b624c5c95,251630,
117319,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,19/10/2022,18/11/2022,19/10/2022,1707986,360310,ER No,9700,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4926644,R1-C04516,3,Kgs,6.55,,CARAT,AAQFN4016M,PD-0579,12551828265,99013707550,NORMAL,1392,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1180,0,0,6065008.01,CUT AND POLISHED DIAMOND,105.310000 CARAT,212.4,-0.4,1180,1040201014,106.2,106.2,0,996719,037de446a2ebc783aa5adb1abd8376de0db8e6513846940b48141a9aaa79f85d,256637,
117341,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,17/11/2022,17/12/2022,17/11/2022,1850546,372880,ER No,6930,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5489146,R1-C04516,1,Kgs,0.84,,CARAT,AAQFN4016M,PD-0579,02342705865,IPS/K005445,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,74389.43,LAB. GROWN CPD,3.820000 CARAT,198,0,1100,1040201014,99,99,0,996719,671e4a22366840319b60a0c830a14805e06e943daf31b6e6483959b5fb08fb40,257499,
117573,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,24/01/2023,23/02/2023,24/01/2023,2366482,405748,IR No,290225,M5112,,",,C - 211,- Maharashtra India",,4291298,R1-JE9010B,1,Kgs,0.7,,CARAT,AAQFN4016M,PD-0579,72427432786,11015109979,RE-IMPORT,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1477377,LAB. GROWN CPD,23.880000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,a12325ed04fe3f2bea60efd04ac40a6b26a6e59ac137aac510f422554bab3c00,259269,
117615,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,24/09/2022,24/10/2022,24/09/2022,1485314,345977,ER No,12309,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4400641,R1-C04516,1,Kgs,1,,CARAT,AAQFN4016M,PD-0579,51405937046,IPS/K003891,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,175249.79,CUT AND POLISHED DIAMOND,7.150000 CARAT,198,0,1100,1040201014,99,99,0,996719,fb8a8f3a498ef9e596803a148b93d43c94f07cb008424d0a7a451c598f9a32e9,256015,
117662,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,29/11/2022,29/12/2022,29/11/2022,1955346,378942,ER No,11955,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5769000,R1-JE9010B,1,Kgs,0.82,,CARAT,AAQFN4016M,PD-0579,02342705106,IPS/K005888,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,128326.85,CUT AND POLISHED DIAMOND,4.430000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,fd680d295a47d790521f25a2bae51706d99657b054a74ec53cb1f847d39cd403,257690,
117691,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,12/08/2022,11/09/2022,12/08/2022,1223490,322343,ER No,5312,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3461687,R1-C04516,1,Kgs,1.45,,CARAT,AAQFN4016M,PD-0579,16045537936,92243,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,2950005.73,CUT AND POLISHED DIAMOND,40.760000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,4cdc493673f07bc0866b379b8dafbeb18c33b55162b43a0acebb7a4f96eeeae0,255210,
117697,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,30/11/2022,30/12/2022,30/11/2022,1963138,379620,ER No,12746,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5816731,R1-JE9010B,1,Kgs,2.44,,CARAT,AAQFN4016M,PD-0579,02342705095,IPS/K005945,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,2728365.12,CUT AND POLISHED DIAMOND,39.120000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,9e32b2c8bc31f868c92e74e036702a0136ae1fe39aa139c834738903ae59c37c,257690,
117865,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,31/05/2022,30/06/2022,31/05/2022,984642,282459,ER No,14590,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1789704,R1-C04516,1,Kgs,0.83,,CARAT,AAQFN4016M,PD-0579,51405716642,1522,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,202492.32,CUT AND POLISHED DIAMOND,8.820000 CARAT,198,0,1100,1040201014,99,99,0,996719,948be263f9d4a5620dba0694f3ead573c74823b2ee99cbc2485e6ea2f43a21de,252782,
118086,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,12/01/2023,11/02/2023,12/01/2023,2257442,400186,ER No,4613,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6898637,R1-JE9010B,1,Kgs,2.31,,CARAT,AAQFN4016M,PD-0579,02343057114,IPS/K007152,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1652464.1,CUT AND POLISHED DIAMOND,37.490000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,10071152781878f4e64ec8d68c9065c563164d10d0c7dd418693981b548109c3,259269,
118092,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,05/08/2022,04/09/2022,05/08/2022,1204322,319346,ER No,2600,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3316330,R1-C04516,5,Kgs,10.55,,CARAT,AAQFN4016M,PD-0579,12596658166,0820,NORMAL,1628,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1380,0,0,12051012.03,CUT AND POLISHED DIAMOND,194.890000 CARAT,248.4,-0.4,1380,1040201014,124.2,124.2,0,996719,cb7df4508c79af9f34d1eb2a31d002544ab7457ff62dcf677dc7b79608af92ca,254462,
118255,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,08/03/2023,07/04/2023,08/03/2023,2645378,429148,ER No,2713,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8319492,R1-JE9010B,1,Kgs,2.69,,CARAT,AAQFN4016M,PD-0579,02344149851,IPS/K008792,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,3032302.17,CUT AND POLISHED DIAMOND,47.050000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,dd35b11da0b8aadfe8593fad1b62c8a8dd2f61a7a9cf141fcb160ff9b8430663,260715,
118279,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,02/07/2022,01/08/2022,02/07/2022,1062178,300576,ER No,1043,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2541014,R1-C04516,1,Kgs,0.69,,CARAT,AAQFN4016M,PD-0579,17638169084,3303,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,1256003.11,LAB. GROWN CPD,19.530000 CARAT,198,0,1100,1040201014,99,99,0,996719,49f115be5e6b1e4a8cce1c154b7da9362b267ba757e56c4492496534a38b668e,253941,
118307,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,25/02/2023,27/03/2023,25/02/2023,2630866,423895,ER No,12924,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8031975,R1-JE9010B,1,Kgs,2.27,,CARAT,AAQFN4016M,PD-0579,02343890814,IPS/K008484,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,5040467.42,CUT AND POLISHED DIAMOND,48.540000 CARAT,149.4,-0.4,830,1040201014,74.7,74.7,0,996719,7331238ce13ecc73aff770051cb7f2e0ba5266e137bd57306cc3325699e4f883,260020,
118365,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,26/08/2022,25/09/2022,26/08/2022,1239314,329567,ER No,11735,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3750747,R1-C04516,1,Kgs,1.77,,CARAT,AAQFN4016M,PD-0579,02341500734,IPS/K003236,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,2117275.75,CUT AND POLISHED DIAMOND,23.770000 CARAT,198,0,1100,1040201014,99,99,0,996719,c52bf2f381fd26478a0b6c1399d6b6a13bf82cdd2139fd38521dd1df511e6cde,255027,
118415,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,26/09/2022,26/10/2022,26/09/2022,1503154,346545,ER No,12661,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4425018,R1-C04516,1,Kgs,0.86,,CARAT,AAQFN4016M,PD-0579,51405947115,IPS/K003911,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,105467.38,LAB. GROWN CPD,4.360000 CARAT,198,0,1100,1040201014,99,99,0,996719,7f76a0a4fc862bcfbc4f49da92d56e55eb17ae8e0f2e65b8a81da9db9e8ed9b3,256807,
118520,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/03/2023,02/04/2023,03/03/2023,2635794,427665,ER No,1480,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8223344,R1-JE9010B,1,Kgs,0.38,,CARAT,AAQFN4016M,PD-0579,17656687116,3644,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,613999.73,CUT AND POLISHED DIAMOND,3.120000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,179925597c667ce3c985bbd49e98ad19d96a815debd3fcac25495acd5aca914a,260393,
118859,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,29/03/2023,28/04/2023,29/03/2023,2782098,441070,ER No,12644,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8870629,R1-JE9010B,3,Kgs,5.85,,CARAT,AAQFN4016M,PD-0579,72470243950,99013738429,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,6682997.09,CUT AND POLISHED DIAMOND,138.270000 CARAT,149.4,-0.4,830,1040201014,74.7,74.7,0,996719,143e5aad13bc3a87ebed62ec892620e1ec204327de39c4e027f515555c542619,250421,
119163,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,06/10/2022,05/11/2022,06/10/2022,1595666,351926,ER No,2131,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4641860,R1-C04516,2,Kgs,4.38,,CARAT,AAQFN4016M,PD-0579,72426290810,4156,NORMAL,1392,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1180,0,0,6118994.25,CUT AND POLISHED DIAMOND,98.980000 CARAT,212.4,-0.4,1180,1040201014,106.2,106.2,0,996719,1330a9f2347207e679d3540b406503b4806b2b8e8410e9c7c26fcae00ba55a30,256443,
