#,Customer/Vendor Code,Customer/Vendor Name,Export/Import,PD/CHA,BP Reference No.,Posting Date,Due Date,Document Date,Internal Number,Document Number,E/IR,ER/IR No,Membership Number,Previous Receipt No,Shipper Address,Tracking Number,Order Number,Pay to,NoP,Gross Comm. UOM,Gross Wt,U_NWeight,Net Comm. UOM,IEC No,PD Account,MAWB No,HAWB No,Shipment Type,Document Total,Document Currency,ExporterCode,ExporterName,CHA No,CHB Nm-PD,CHB Cd-PD,Item/Service Description,Row Total,AddSerChrg,Weight,Value,Commodity,NetWt,Total Tax,Rounding Diff. Amount,Taxable Amt,Control Account,CGST Amt @ 9%,SGST Amt @ 9%,IGST Amt @ 18%,SacCode,Irn Number,Receipt No,Cheque No
40664,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,19/10/2022,18/11/2022,19/10/2022,1708867,360643,ER No,9788,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4926649,R1-C04516,1,Kgs,2.3,,CARAT,AAQFN4016M,PD-0579,02342048602,4689,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,3110423.8,CUT AND POLISHED DIAMOND,26.520000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,c116b608e32ce21a503dafd00d8c8fd06b3b11917a3b262007c69b99209f59c0,256637,
40672,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,17/01/2023,16/02/2023,17/01/2023,2303459,402471,ER No,6656,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7023564,R1-JE9010B,1,Kgs,0.64,,CARAT,AAQFN4016M,PD-0579,02343304004,7278,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,614353.3,CUT AND POLISHED DIAMOND,28.600000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,d837c4b4fd8fd83fd8995aebf6e3ad754a5123c816911da28b15ccd61bbf4619,259269,
40765,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,22/07/2022,21/08/2022,22/07/2022,1118883,311578,ER No,10684,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2990426,R1-C04516,5,Kgs,10.5,,CARAT,AAQFN4016M,PD-0579,12596657971,99013687804,CONSIGNMENT,1676,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1420,0,0,13258999.63,CUT AND POLISHED DIAMOND,174.300000 CARAT,255.6,0.4,1420,1040201014,127.8,127.8,0,996719,64e956fe938c3befbd89c3f50c3afb9aa82e7b8e1822e98b64f457252f317c87,254240,
40986,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,01/09/2022,01/10/2022,01/09/2022,1282499,332265,ER No,149,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3848659,R1-C04516,1,Kgs,0.86,,CARAT,AAQFN4016M,PD-0579,02341500804,IPS/K003310,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,679244.04,LAB. GROWN CPD,35.880000 CARAT,198,0,1100,1040201014,99,99,0,996719,5d8fc6790f6cfb0bacee5ada6930a6a99faa3d5a5d39c77a7586367e54cb5842,255445,
41211,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,24/05/2022,23/06/2022,24/05/2022,931139,278076,ER No,10789,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1595430,R1-C04516,1,Kgs,0.85,,CARAT,AAQFN4016M,PD-0579,51405716421,1339,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,291397.26,CUT AND POLISHED DIAMOND,21.460000 CARAT,198,0,1100,1040201014,99,99,0,996719,de219bf1f5d3ec422d3fb691e9c2f1d4b8347df581e8a175fd055445ef435e79,253065,
41225,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,28/12/2022,27/01/2023,28/12/2022,2147907,393503,IR No,288900,M5112,,"EE8030,BHARAT DIAMOND BOURSE,BAND , RA KURLA COMPLEX,BANDRA EAST , MUMBAI,,MUMBAI-400051 Maharashtra India",,3896931,R1-JE9010B,1,Kgs,0.45,,"CARAT,CARAT",AAQFN4016M,PD-0579,72426818142,7885098,RE-IMPORT,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1313329,"CUT AND POLISHED DIAMOND,LAB. GROWN CPD","20.100000 CARAT,CARAT",135,0,750,1040201014,67.5,67.5,0,996719,f780364cf613e356ea4dc5d02d131bead7b75b189aa8abb359c3a5a919a66128,258486,
41357,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/03/2023,02/04/2023,03/03/2023,2635795,427666,ER No,1483,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8221619,R1-JE9010B,1,Kgs,0.63,,CARAT,AAQFN4016M,PD-0579,02344149803,IPS/K008710,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,135314.5,CUT AND POLISHED DIAMOND,5.940000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,fee8766ec8bb8d6c57d0c5bafeeef1d3e943e6336b5138e9f883d264c47da569,260393,
41606,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,10/10/2022,09/11/2022,10/10/2022,1632099,353570,ER No,3287,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4667629,R1-C04516,3,Kgs,6.51,,CARAT,AAQFN4016M,PD-0579,07453615365,04524,NORMAL,1581,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1340,0,0,10766003.81,CUT AND POLISHED DIAMOND,147.610000 CARAT,241.2,-0.2,1340,1040201014,120.6,120.6,0,996719,2b4d007b0782de84b0dfce1eb5d959433c22c3cfd3a08b3682d97f94479593b6,256637,
41944,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,13/05/2022,12/06/2022,13/05/2022,910579,272754,ER No,5979,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1347615,R1-C04516,1,Kgs,0.68,,CARAT,AAQFN4016M,PD-0579,02360430370,1982,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,681477.46,CUT AND POLISHED DIAMOND,4.300000 CARAT,198,0,1100,1040201014,99,99,0,996719,0ec77b546c8d71b11bede19ec7b471a9163252dda26d2b0fffbec292024bc98f,251630,
42067,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,11/10/2022,10/11/2022,11/10/2022,1642307,354686,ER No,4541,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4736458,R1-C04516,1,Kgs,2.19,,CARAT,AAQFN4016M,PD-0579,02341977762,4366,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,2887410.83,CUT AND POLISHED DIAMOND,32.530000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,728a88e336cc3fe6e7ff97441df3db19a18151d96beb97c14c7dcc12a9c328cd,256637,
42329,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,18/11/2022,18/12/2022,18/11/2022,1859491,373496,ER No,7472,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5542966,R1-C04516,2,Kgs,3.79,,CARAT,AAQFN4016M,PD-0579,02342705913,5544,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,2979313.79,CUT AND POLISHED DIAMOND,45.700000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,010e17cf325a369d89c79ff167f060496a5764da3f1955126e69fa63bb304996,257499,
42486,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,12/08/2022,11/09/2022,12/08/2022,1223427,322280,ER No,5199,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3442358,R1-C04516,1,Kgs,0.74,,CARAT,AAQFN4016M,PD-0579,51405832105,2935,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,31401.55,LAB. GROWN CPD,1.530000 CARAT,198,0,1100,1040201014,99,99,0,996719,3c9fd1ef28527b2c6b96c45f6984c231cd3f811d6fb4c4f2064b9f9777e39bc3,255210,
42490,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,07/12/2022,06/01/2023,07/12/2022,1980419,383251,ER No,2846,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5958606,R1-JE9010B,3,Kgs,6.47,,CARAT,AAQFN4016M,PD-0579,12551855576,99013716012,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,7177007.96,CUT AND POLISHED DIAMOND,121.210000 CARAT,149.4,-0.4,830,1040201014,74.7,74.7,0,996719,994ee1bef040ff80d2ca60517fdfa6d115fb6c182843da0d7a7183416704b82f,258038,
42606,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,10/01/2023,09/02/2023,10/01/2023,2236403,398533,ER No,3106,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6840249,R1-JE9010B,1,Kgs,2.07,,CARAT,AAQFN4016M,PD-0579,02343056683,IPS/K007082,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,3718469.89,CUT AND POLISHED DIAMOND,40.480000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,50ec0637344bf1ff99486efd250577fd22b967f73e3ca56f255dd85e7560fc23,258988,
42624,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,06/03/2023,05/04/2023,06/03/2023,2640307,428615,ER No,2299,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8276845,R1-JE9010B,3,Kgs,8.51,,CARAT,AAQFN4016M,PD-0579,72470233472,99013733927,NORMAL,1451,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1230,0,0,16786001.36,CUT AND POLISHED DIAMOND,324.300000 CARAT,221.4,-0.4,1230,1040201014,110.7,110.7,0,996719,945384074976114992f0f5a1319fd9890ff7f67a58a36b507d6d608be5db0624,260715,
42659,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/11/2022,03/12/2022,03/11/2022,1809171,366091,ER No,1011,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5213353,R1-C04516,1,Kgs,0.47,,CARAT,AAQFN4016M,PD-0579,16049530364,99013709662,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,427000.23,CUT AND POLISHED DIAMOND,8.830000 CARAT,198,0,1100,1040201014,99,99,0,996719,ca3faf853e4176e0beb8549517581ba7443d7967f87dcf08d9358aa4ad30364b,257304,
42692,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,10/03/2023,09/04/2023,10/03/2023,2655987,430960,ER No,4241,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8370426,R1-JE9010B,1,Kgs,0.4,,CARAT,AAQFN4016M,PD-0579,16052846301,99013734810,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,236000.81,CUT AND POLISHED DIAMOND,6.150000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,ae8096e86dc70cd218a5ab909fe5ee76679cb7c838d757f4ff8cdf675b74640a,250421,
42853,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,09/02/2023,11/03/2023,09/02/2023,2505235,414087,ER No,4089,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7637723,R1-JE9010B,1,Kgs,0.73,,CARAT,AAQFN4016M,PD-0579,02343649012,IPS/K007967,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,16305.18,LAB. GROWN CPD,1.900000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,dbc0b3677f7e7eacc80b985dee8fa308f03e3ba9e4b0ad52bb269d4cba8a2629,259834,
43075,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,17/02/2023,19/03/2023,17/02/2023,2570195,419497,ER No,9069,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7859155,R1-JE9010B,1,Kgs,0.71,,CARAT,AAQFN4016M,PD-0579,02343978395,IPS/K008265,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,791663.23,CUT AND POLISHED DIAMOND,15.590000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,b969957860759c08c28632a53938daec97a56b4f455dcbed6c6d6720fe13d216,259834,
43136,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,29/07/2022,28/08/2022,29/07/2022,1147491,315137,ER No,13496,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3149041,R1-C04516,1,Kgs,1.66,,CARAT,AAQFN4016M,PD-0579,02341089775,IPS/K002668,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,2961334.95,CUT AND POLISHED DIAMOND,20.250000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,c3e2fa2fb619c88ef68458e41fd8922ccfb37a11385c376f74b22c7d2be39ecf,254240,
43436,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,25/01/2023,24/02/2023,25/01/2023,2374675,406101,ER No,9623,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7226150,R1-JE9010B,1,Kgs,0.66,,CARAT,AAQFN4016M,PD-0579,02343518274,7517,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,641292.09,NON INDUSTRIAL ROUGH DIAMONDS,30.970000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,138e03851a1cac4d8f8267a974f86cd93598faf17769499192577113456e2a64,259269,
43456,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,17/08/2022,16/09/2022,17/08/2022,1230019,323954,ER No,6603,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3523333,R1-C04516,1,Kgs,0.54,,CARAT,AAQFN4016M,PD-0579,02341300232,3000,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,462273.04,CUT AND POLISHED DIAMOND,3.000000 CARAT,198,0,1100,1040201014,99,99,0,996719,0940f770ff02396ffdec9a460bc48653aa766a88e55e4dc691da67ea8f22f11d,254873,
43842,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,21/02/2023,23/03/2023,21/02/2023,2597475,421320,ER No,10615,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7944668,R1-JE9010B,1,Kgs,0.57,,CARAT,AAQFN4016M,PD-0579,02343890755,8364,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,14275.17,LAB. GROWN CPD,0.890000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,f72f98a77fb89b7a04039b813349f51a756ae395bf1c7ab53a36b22c2fe79c5f,260020,
43989,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,20/09/2022,20/10/2022,20/09/2022,1450451,342740,ER No,9236,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4297303,R1-C04516,1,Kgs,0.8,,CARAT,AAQFN4016M,PD-0579,51405936630,IPS/K003787,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,123464.03,CUT AND POLISHED DIAMOND,1.020000 CARAT,198,0,1100,1040201014,99,99,0,996719,aa5d63347071feea316eb12500677a7200e3a95090f00bf46b46e4e050c00cea,256015,
44015,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,18/08/2022,17/09/2022,18/08/2022,1231811,325176,ER No,7780,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3567188,R1-C04516,1,Kgs,0.92,,CARAT,AAQFN4016M,PD-0579,02341300254,3049,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,143260.13,CUT AND POLISHED DIAMOND,2.650000 CARAT,198,0,1100,1040201014,99,99,0,996719,d13f559c45fa7f7eee9c8904dd6aacb1708ce9e34d1f8af0acc7f771320ade58,254873,
44193,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,06/06/2022,06/07/2022,06/06/2022,992147,285810,ER No,2592,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1915949,R1-C04516,2,Kgs,3.74,,CARAT,AAQFN4016M,PD-0579,07451875924,99013677372,NORMAL,1487,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1260,0,0,9359998.46,CUT AND POLISHED DIAMOND,91.980000 CARAT,226.8,0.2,1260,1040201014,113.4,113.4,0,996719,47703dee52ecc930611706eb9145ca6fa986d4707e73580988a85a6c171b888a,253065,
44395,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,06/05/2022,05/06/2022,06/05/2022,901763,268685,ER No,2500,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1210229,R1-C04516,5,Kgs,10.36,,CARAT,AAQFN4016M,PD-0579,72421157006,99013670467,NORMAL,1912,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1620,0,0,17832994.43,CUT AND POLISHED DIAMOND,192.570000 CARAT,291.6,0.4,1620,1040201014,145.8,145.8,0,996719,7800275c89cfe05094bb812b1e175a0cbe93741edb4255b83dd326bddd3356a1,251630,
44548,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,30/09/2022,30/10/2022,30/09/2022,1537768,349087,ER No,14780,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4539696,R1-C04516,1,Kgs,0.8,,CARAT,AAQFN4016M,PD-0579,02341923265,IPS/K004063,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,772483.98,CUT AND POLISHED DIAMOND,17.380000 CARAT,198,0,1100,1040201014,99,99,0,996719,41093559b5904d54ca4fb53d6f4febc0cd19a53c5f5adbeffb2fba003b4e2f20,256194,
44951,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/03/2023,02/04/2023,03/03/2023,2635928,427792,ER No,1598,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8218652,R1-JE9010B,3,Kgs,8.15,,CARAT,AAQFN4016M,PD-0579,72470233365,3531,NORMAL,1499,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1270,0,0,17972993.38,CUT AND POLISHED DIAMOND,306.130000 CARAT,228.6,0.4,1270,1040201014,114.3,114.3,0,996719,72e98b7f6e05a91a8babc633662a32ecfdcb514d40a784b59959153569888e4e,260393,
44970,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,07/11/2022,07/12/2022,07/11/2022,1816040,367533,ER No,2220,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5297818,R1-C04516,8,Kgs,16.95,,CARAT,AAQFN4016M,PD-0579,12551828313,99013710208,NORMAL,2053,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1740,0,0,20585019.9,CUT AND POLISHED DIAMOND,312.190000 CARAT,313.2,-0.2,1740,1040201014,156.6,156.6,0,996719,dd6ff03bf35f838696330c4144360924afc5da1b5b23ffa8b985390845b333f3,257304,
45147,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,18/03/2023,17/04/2023,18/03/2023,2708168,435386,ER No,7693,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8558510,R1-JE9010B,1,Kgs,0.55,,CARAT,AAQFN4016M,PD-0579,02344299780,IPS/K009096,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,15428.08,LAB. GROWN CPD,1.030000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,c8669e55b740ff295e43eb1748f49ffc12a8a89ef4239c1531b7b72912fa3879,250421,
45222,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,21/03/2023,20/04/2023,21/03/2023,2728712,436858,ER No,9006,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8631657,R1-JE9010B,1,Kgs,2.36,,CARAT,AAQFN4016M,PD-0579,16052847001,99013736909,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1738001.04,CUT AND POLISHED DIAMOND,40.650000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,51c88a3c892a32e983c01be7deb4b9fd61361bdbf44b0c397c7a70d2ca612454,250263,
45313,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,10/06/2022,10/07/2022,10/06/2022,995544,288137,ER No,4623,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2021390,R1-C04516,1,Kgs,1.69,,CARAT,AAQFN4016M,PD-0579,02340417624,1710,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,1590469.27,CUT AND POLISHED DIAMOND,16.230000 CARAT,198,0,1100,1040201014,99,99,0,996719,33dcbbc73867483f5f55dc367954e0460de9c53b76381f5eb0f600135c279836,253064,
45426,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,17/05/2022,16/06/2022,17/05/2022,913976,273647,ER No,6900,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1437062,R1-C04516,6,Kgs,13.41,,CARAT,AAQFN4016M,PD-0579,72424681790,99013672605,NORMAL,2053,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1740,0,0,20766004.77,CUT AND POLISHED DIAMOND,255.560000 CARAT,313.2,-0.2,1740,1040201014,156.6,156.6,0,996719,e10af43ecab7e5ba7c26fb22635e5350eb0e4c72f5bca0d06d56207ebd8ba5eb,253065,
45470,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,08/06/2022,08/07/2022,08/06/2022,994216,287061,ER No,3707,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1968198,R1-C04516,4,Kgs,9.44,,CARAT,AAQFN4016M,PD-0579,12596625616,99013677848,NORMAL,1676,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1420,0,0,12891997.97,CUT AND POLISHED DIAMOND,172.770000 CARAT,255.6,0.4,1420,1040201014,127.8,127.8,0,996719,7d857475152c8778772011b10eba0f4363f4d3e48e804908255209c6ac8b1dc1,253064,
45568,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,14/02/2023,16/03/2023,14/02/2023,2547624,417188,ER No,6975,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7766998,R1-JE9010B,1,Kgs,0.55,,CARAT,AAQFN4016M,PD-0579,02343978325,IPS/K008144,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,155333.13,LAB. GROWN CPD,3.280000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,e50b7793ef2094720a6587b30e5f917825033343501a62aa1b3a2e6bf2223f9c,259834,
45588,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,16/08/2022,15/09/2022,16/08/2022,1228824,323299,ER No,5992,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3506543,R1-C04516,2,Kgs,3.35,,CARAT,AAQFN4016M,PD-0579,02341300210,2977,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,2019502.58,CUT AND POLISHED DIAMOND,40.230000 CARAT,198,0,1100,1040201014,99,99,0,996719,8918b543d3efccdf84c4517df58a2e95b53602224deee73d93306dd081bec25f,255210,
